File Reference,Title,RO,Department,Start Date,End Date,PI Name,PI Surname,Tech Product,Type of Tech Product,Open Source?,Description,Year First Provided,Impact,URL
EP/C54269X/1,Technologies and Techniques for Single Cell Proteomics and Lipidomics: Nanodigestion and Analysis of a Single Cell Plasma Membrane,Imperial College London (ICL),,2006-08-01,2012-06-30,David,Klug,ImageJ codes for high dynamic range single molecule counting,Software,,ImageJ codes for high dynamic range single molecule counting,2011,,
EP/C54269X/1,Technologies and Techniques for Single Cell Proteomics and Lipidomics: Nanodigestion and Analysis of a Single Cell Plasma Membrane,Imperial College London (ICL),,2006-08-01,2012-06-30,David,Klug,Establishment of confocal microscope and wide-field microscope,New/Improved Technique/Technology,,Establishment of confocal microscope and wide-field microscope,,,
EP/C54269X/1,Technologies and Techniques for Single Cell Proteomics and Lipidomics: Nanodigestion and Analysis of a Single Cell Plasma Membrane,Imperial College London (ICL),,2006-08-01,2012-06-30,David,Klug,LabView controls for the track reader,Software,,LabView controls for the track reader,2011,,
EP/C54269X/1,Technologies and Techniques for Single Cell Proteomics and Lipidomics: Nanodigestion and Analysis of a Single Cell Plasma Membrane,Imperial College London (ICL),,2006-08-01,2012-06-30,David,Klug,Microfluidic structures for handling SDMs and Single cells with traps,New/Improved Technique/Technology,,Microfluidic structures for handling SDMs and Single cells with traps.,,,
EP/C54269X/1,Technologies and Techniques for Single Cell Proteomics and Lipidomics: Nanodigestion and Analysis of a Single Cell Plasma Membrane,Imperial College London (ICL),,2006-08-01,2012-06-30,David,Klug,Microfluidic antibody capture (MAC) chip design,New/Improved Technique/Technology,,"A microfluidic antibody capture chip was designed to allow to isolation of single cells from a population, their subsequent lysis and binding of a protein or proteins of interest to an antibody patch.  Separate designs for the isolation of single, few (1-5) and many (10-100) cells from flow were also made.",2011,MAC chips dominate an entire workstream of the proxomics project and have resulted in a number of publications.,
EP/C54269X/1,Technologies and Techniques for Single Cell Proteomics and Lipidomics: Nanodigestion and Analysis of a Single Cell Plasma Membrane,Imperial College London (ICL),,2006-08-01,2012-06-30,David,Klug,Design of disposable cell sorter chips,New/Improved Technique/Technology,,A microfluidic cytometer was designed to sort hydro-dynamically focussed single cells. The stream of cells would pass through an optical detection stage. Cells which are fluorescently labelled trigger a downstream switch which diverts the flow of the cells into an isolated storage chamber. The sorted cells may then be measured using the single cell proteomics platform described elsewhere.,,,
EP/C54269X/1,Technologies and Techniques for Single Cell Proteomics and Lipidomics: Nanodigestion and Analysis of a Single Cell Plasma Membrane,Imperial College London (ICL),,2006-08-01,2012-06-30,David,Klug,Time multiplex multibeam holographic trapping system,New/Improved Technique/Technology,,Time multiplex multibeam holographic trapping system with better holograms and algorithms.,,,
EP/C54269X/1,Technologies and Techniques for Single Cell Proteomics and Lipidomics: Nanodigestion and Analysis of a Single Cell Plasma Membrane,Imperial College London (ICL),,2006-08-01,2012-06-30,David,Klug,Two versions of Proteome-on-a chip system,New/Improved Technique/Technology,,"One version was fully automated, which is not common with prototypes of separation equipment.",,,
EP/C54269X/1,Technologies and Techniques for Single Cell Proteomics and Lipidomics: Nanodigestion and Analysis of a Single Cell Plasma Membrane,Imperial College London (ICL),,2006-08-01,2012-06-30,David,Klug,Chip surface passivation protocols,New/Improved Technique/Technology,,"To limit the amount of non-specific binding to surface to maintain sensitivity silane, PEG and 3D polymer based surface chemistry was investigated.  It was determined that silane based chemistry is appropriate for DNA assays whereas PEG based chemistries are better suited for protein assays.",2011,These passivated slides are required for use with the MAC chip platform a vital part of the Proxomics project.,
EP/C543319/2,LOGO: Logics for Ontologies,University of Oxford,,2007-09-01,2011-02-28,Ian,Horrocks,HermiT,Software,Yes,A reasoning system for OWL ontologies,2008,"HermiT is the most widely used OWL reasoner, and the only one to fully support the OWL 2 standard. It is used in both research and industry, for example in EDF's energy management adviser, which is used by hundreds of thousands of EDF customers in France.",http://hermit-reasoner.com/
EP/C54370X/1,Process Algebra Approaches to Collective Dynamics,University of Edinburgh,,2006-12-01,2009-11-30,Jane,Hillston,Bio-PEPA tool,Software,Yes,This Eclipse Plug-in has an editor to support the construction of Bio-PEPA models and a variety of static and dynamic analysis tools.,2009,The availability of the tools has encouraged other groups to use the Bio-PEPA language and also the language and tool are used in post-graduate teaching at a number of Universities worldwide.,http://www.biopepa.org
EP/C546113/1,Optical Proteomic Technology for In-Situ Analysis of Protein Interaction Networks,University of Oxford,,2006-07-01,2011-04-30,Borivoj,Vojnovic,Software FLIM Analysis tool,Software,No,"Image and signal processing toolbox for time-domain fluorescence lifetime imaging data but and for RGB spectral unmixing, foci counting and other batch processing, formatting, printing and export functions.Toolbox developed to run in a 'workspace' framework and allows user to  try out different processing functions on images.",2007,"Significantly easier and correct analysis of fluorescence lifetime imaging data, with built-in error analysis tools",http://users.ox.ac.uk/~raob0009/software.html
EP/C548809/1,Novel Biotechnology for Removal of Soluble Radionuclides and Possible Potential Reduction of Terrorist Impact,University of Birmingham,,2006-01-01,2009-06-30,Lynne,Macaskie,Nil,New Material/Compound,,Nil,2014,Nil,
EP/C549406/1,Agent-Based and Continuum Modelling of Populations of Cells,University of Nottingham,,2005-09-26,2006-09-25,Brian,Logan,BacGrid,Grid Application,,"BacGrid is a prototype Grid-enabled HLA-compliant (IEEE 1516) simulator for bacterial biofilms. BacGrid can be used on a single processor, as (part of) an HLA federation running on a cluster or distributed across multiple grid nodes The multiscale model underlying BacGrid incorporates both aggregated and individual models of cellular processes, allowing an appropriate level of subcellular complexity to be incorporated within individual agents, and is sufficiently flexible to be applicable to a wide range of population scale behaviour.",2007,BacGrid demonstrates the suitability of the High Level Architecture (HLA) simulation inter-operability standard (IEEE 1516) for biological simulations and codifies a development methodology for such simulations within the context of HLA.,http://www.agents.cs.nott.ac.uk/research/simulation/simulators/bacgrid/
EP/D005221/1,Multiscale methods in statistics,University of Bristol,,2005-10-01,2008-09-30,Guy,Nason,DDHFm,Software,Yes,Data-driven Haar-Fisz for microarrays,2006,Used for microarrays,http://cran.r-project.org/web/packages/DDHFm/index.html
EP/D005221/1,Multiscale methods in statistics,University of Bristol,,2005-10-01,2008-09-30,Guy,Nason,WaveThresh4,Software,Yes,Wavelet transforms and associated statistical methodology,2009,Widely used to carry out wavelet and multiscale transforms. Many thousands of users.,http://cran.r-project.org/web/packages/wavethresh/index.html
EP/D005221/1,Multiscale methods in statistics,University of Bristol,,2005-10-01,2008-09-30,Guy,Nason,costat,Software,Yes,Computes localized autocovariance and searches for stationary solutions to bivariate time series,2012,Early days yet,http://cran.r-project.org/web/packages/costat/index.html
EP/D005221/1,Multiscale methods in statistics,University of Bristol,,2005-10-01,2008-09-30,Guy,Nason,LS2W,Software,Yes,Estimates the locally stationary wavelet spectrum for 2-D locally stationary processes,2012,Used,http://cran.r-project.org/web/packages/LS2W/index.html
EP/D005221/1,Multiscale methods in statistics,University of Bristol,,2005-10-01,2008-09-30,Guy,Nason,nlt,Software,Yes,The nondecimated lifting transform and applications to denoising irregular data,2012,Early days,http://cran.r-project.org/web/packages/nlt/index.html
EP/D005221/1,Multiscale methods in statistics,University of Bristol,,2005-10-01,2008-09-30,Guy,Nason,adlift,Software,Yes,Adaptive wavelet transforms for signal denoising,2012,Early days yet,http://cran.r-project.org/web/packages/adlift/index.html
EP/D005221/1,Multiscale methods in statistics,University of Bristol,,2005-10-01,2008-09-30,Guy,Nason,binhf,Software,Yes,Binomial Haar-Fisz transforms for Gaussianization,2014,Early days yet,http://cran.r-project.org/web/packages/binhf/index.html
